id,corporate_number,positivedb_name,overtime_all,overtime_scope,overtime_unit1,overtime_unit1_hours,overtime_unit2,overtime_unit2_hours,overtime_unit3,overtime_unit3_hours,overtime_unit4,overtime_unit4_hours,overtime_unit5,overtime_unit5_hours,paid_leave_all,paid_leave_unit1,paid_leave_unit1_rate,paid_leave_unit2,paid_leave_unit2_rate,paid_leave_unit3,paid_leave_unit3_rate,paid_leave_unit4,paid_leave_unit4_rate,paid_leave_unit5,paid_leave_unit5_rate,wage_gap_all,wage_gap_regular,wage_gap_nonregular,wage_gap_period,wage_gap_note,as_of,updated_at
4689,4010401039979,LINEヤフー株式会社,,,,,,,,,,,,,87.4,,,,,,,,,,,79.5,80.4,79,2025年4月1日～2026年3月31日,,2026年4月時点,2026年06月08日
1799,4110001002922,第一建設工業株式会社,,,,,,,,,,,,,,,,,,,,,,,,70.5,67.2,97.2,2025年4月1日～2026年3月31日,"正規労働者
・賃金構成は、雇用形態別に定めており、男女同一となっている。
・各種手当等については、保有資格及び勤務地、家族構成、転勤等の状況により異なる。
・技術職は現状男性社員の比率が高く、これらの業務では時間外や深夜帯の対応が発生しやすいことから、結果として残業手当・深夜業手当の支給が多くなる傾向がある。
・手当は性別ではなく、実際の業務内容および勤務時間に基づき支給している。

非正規雇用
・基本体系は時給制を採用しており、職種ごと（技術職・事務職）に応じて時給単価を設定している。
・男性は資格を保有する技術職、女性は事務職（短時間勤務を含む）に従事しており、これらの職種・勤務形態の違いが賃金差異の一因となっている。",2026年4月時点,2026年07月02日
6849,2011101016254,日本光電工業株式会社,8.2,対象正社員,総合職,9.2,一般職,2.6,常勤嘱託,2.1,臨時（フルタイム）,2.2,臨時（パートタイム）,0,,総合職,47.7,一般職,57.2,,,,,,,70.6,75.2,63.8,2024年4月1日～2025年3月31日,"当社において、賃金体系および制度上の性別による違いはありません。ただし、職種間や管理職比率等において男女差があり、それに伴う賃金差異が生じています。当社が目指す「一人ひとりが可能性を最大限に広げ、力を存分に発揮できる組織」の実現に向け、女性管理職比率の向上など、ダイバーシティ推進に向けた施策に取り組んでいきます。

※非正規社員はパート・有期労働者",2024年3月時点,2025年08月29日
7172,7010401085533,株式会社ジャパンインベストメントアドバイザー,11.4,対象正社員,正社員,11.4,契約社員,1.9,,,,,,,78.6,,,,,,,,,,,53.8,52.6,41.5,2024年1月1日～2024年12月31日,※男女の賃金の差異については、2025年12月期の実績を記載,2024年12月時点,2026年08月20日
6727,8030001033121,株式会社ワコム,,,,,,,,,,,,,,,,,,,,,,,,71.9,79.3,42.1,2025年4月1日～2026年3月31日,"対象年度：2025年度実績 (2025年4月1日～2026年3月31日)
正規雇用労働者：正社員
非正規雇用労働者：定年後再雇用契約社員、月給制契約社員、時給制契約社員
短時間勤務労働者については、正規雇用労働者の所定労働時間（１日８時間）で換算した人数を基に平均年間賃金を算出しております。",2026年6月時点,2026年07月03日
1941,9240001006971,株式会社　中電工,24,対象正社員,事務職,8,技術職,26.6,,,,,,,64.9,,,,,,,,,,,81.3,82.3,68.9,2025年4月1日～2026年3月31日,"対象期間：2025事業年度（2025年4月1日から2026年3月31日まで）
賃　　金：基準外賃金・賞与・ライフプラン加算支援金を含み、退職金・通勤旅費を除く。
非正規雇用労働者：定年再雇用社員、契約社員（フルタイム勤務の無期契約社員を除く。）を含み、派遣社員を除く。非正規雇用労働者については、正規雇用労働者の月間所定労働時間で換算した人員数をもとに平均年間賃金を算出している。

〈正社員〉
  管理職に占める女性の割合が低く、また一人当たりの月平均所定外労働時間数は女性が男性より少ない。今後は、女性の登用を計画的に推進していくとともに、働き方改革の諸施策の実行により総実労働時間を削減していく。

〈非正規雇用労働者〉
  賃金水準が高い60歳以上の定年再雇用社員に占める女性の割合が低い一方で、賃金水準が低い60歳未満の女性の割合が高い。",2026年3月時点,2026年05月12日
1301,1010401033225,株式会社　極洋,13.3,対象正社員,エリアフリー（研究以外）,16.6,エリアフリー（研究）,17.3,エリア限定Ｂ,11,エリア限定Ｃ,7.2,無期フルタイム,6.9,68.1,エリアフリー（研究以外）,61.1,エリアフリー（研究）,76.9,エリア限定Ｂ,80.9,エリア限定Ｃ,86,無期フルタイム,79.6,53.7,57.2,59.5,2025年4月1日～2026年3月31日,"・正規雇用労働者には社外への出向者も含む。
・賃金は退職手当を除いている。
・1日の所定労働時間（7時間45分）に満たない短時間勤務者、契約社員、パート社員については、所定労働　時間で換算した人員数を基に平均年間賃金を算出している。",2026年3月時点,2026年05月25日
2121,1011001035512,株式会社MIXI,,,,,,,,,,,,,,,,,,,,,,,,74.6,76.4,79.1,2025年4月1日～2026年3月31日,,2026年3月時点,2026年07月16日
2760,4020001009043,東京エレクトロンデバイス株式会社,,,,,,,,,,,,,,,,,,,,,,,,71.9,71.9,,2025年4月1日～2026年3月31日,,2026年3月時点,2026年05月20日
6525,4010003024801,株式会社ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,19.3,基幹的な職種,技術系,22.9,ものづくり,17.4,営業・企画,17.4,IT・DX,12.5,事務系,19.5,,,,,,,,,,,,78.8,78.3,53.7,2025年4月1日～2026年3月31日,,2026年3月時点,2026年06月26日
8439,6010401015821,東京センチュリー株式会社,12,対象正社員,総合職,16.3,業務職,3.1,,,,,,,81.8,総合職,81,業務職,87.6,嘱託社員,94.2,,,,,62.7,62.4,40.5,2025年4月1日～2026年3月31日,"・当社は男女による賃金体系及び制度上の違いはありません。
・当社は資格により異なる賃金水準を設定しておりますが、男女では資格の人員分布に差があり、それに伴う男女の賃金差異が生じております。
・当社は中期経営計画「2030」において、女性の活躍を推進し、従業員一人ひとりが多様で柔軟な働き方ができるよう、新卒採用における女性比率、および管理職に占める女性比率の維持・向上を目指すKPIを定めております。2025年度実績は「新卒女性比率57.4%」「管理職女性比率14.7%」です。",2026年3月時点,2026年06月24日
1870,6180001018506,矢作建設工業株式会社,24.7,対象正社員,,,,,,,,,,,,総合職,66.6,エリア限定職,77.2,,,,,,,61.4,62.1,97.9,2025年4月1日～2026年3月31日,"労働者の男女の賃金の差異については、男性の賃金に対する女性の賃金の割合を示しております。
なお、同一労働の賃金に差はなく、等級別人数構成の差によるものであります。",2026年3月時点,2026年08月05日
9507,9470001001933,四国電力株式会社,,,,,,,,,,,,,84,,,,,,,,,,,67.9,69.8,61.3,2025年4月1日～2026年3月31日,"対象期間：2025事業年度（2025年４月１日から2026年３月31日まで）
賃金：基本給、超過労働給与、賞与等を含み、退職手当、旅費、通勤手当等を除く。
正規雇用労働者：当社から社外への出向者を含み、他社から当社への入向者を除く。
パート・有期労働者：嘱託、嘱託医師、契約社員、定年後再雇用者、臨時職員を含み、派遣社員を除く。
(なお、短時間勤務者については、フルタイム労働者の所定労働時間（７時間40分/日）をもとに人員数の換算を行っている。)
差異についての補足説明：
・正規雇用労働者については、管理職に占める男性比率が高いことが男女間の賃金差異の主たる要因となっている。女性管理職比率の向上は、当社としても重要な課題と認識しており、女性の採用拡大に積極的に取り組むとともに、能力と意欲のある女性を積極的に管理職に登用するため、女性向けスキルアップ研修の実施や、女性管理者の個別フォロー、仕事と家庭の両立支援に取り組むことで、計画的な配置・育成を進めていく。
(なお、同一役職における男女間賃金差異は、課長級で99％となっている。)
・パート・有期労働者については、従事業務内容や勤務形態等に応じて複数の雇用区分・賃金制度を設けているが、年収水準の高い雇用区分（専門的な職種など）において男性比率が高いことが男女間の賃金差異の要因となっている。",2026年3月時点,2026年06月22日
9746,5060001002844,株式会社ＴＫＣ,,,,,,,,,,,,,,,,,,,,,,,,71.1,71.3,39.1,2024年10月1日～2025年9月30日,,2025年9月時点,2026年01月30日
6590,8020001032660,芝浦メカトロニクス株式会社,27.2,対象正社員,正社員,27.2,,,,,,,,,,正社員,68,,,,,,,,,62.6,68.5,54.3,2025年4月1日～2026年3月31日,,2026年3月時点,2026年07月16日
4578,4010001118786,大塚ホールディングス㈱,3,対象正社員,,,,,,,,,,,,正社員,73.4,,,,,,,,,91.3,91.7,87.6,2024年1月1日～2024年12月31日,,2025年10月時点,2025年10月15日
7460,6120001077581,株式会社ヤギ,20.3,基幹的な職種,,,,,,,,,,,,,,,,,,,,,,57.6,65.8,54.1,2025年4月1日～2026年3月31日,"対象期間：事業年度（25年4月1日～26年3月31日）
パート・有期社員：パート、アルバイト、契約社員を含み、派遣社員を除く
賃金：通勤手当等を除く",2026年3月時点,2026年07月16日
6383,5120001050011,株式会社ダイフク,19.9,基幹的な職種,正社員,19.9,,,,,,,,,,対象とする労働者すべて,94.3,,,,,,,,,74,77.5,69.8,2025年1月1日～2025年12月31日,,2026年1月時点,2026年07月08日
9303,7120001049002,株式会社住友倉庫,18.6,対象正社員,,,,,,,,,,,,正社員,72.5,,,,,,,,,60.8,60.7,79.1,2024年4月1日～2025年3月31日,,2025年8月時点,2025年08月22日
4182,9010001008768,三菱ガス化学株式会社,14.2,対象正社員,,,,,,,,,,,,正社員,95.3,,,,,,,,,73.2,75.6,72,2025年4月1日～2026年3月31日,"・対象期間：2025年度（2025年4月1日～2026年3月31日）
・賃金：基準賃金＋各種割増賃金＋各種手当（交替、家族、別居等々）＋賞与
・対象者：海外出向者及び出向受入者、休職者、退職者は除きます。
・男女の賃金の差異は、主に等級分布の男女差によるものです。同一労働の賃金に差はありません。
・当社では、女性従業員の採用及び管理職への登用を積極的に進めるとともに、キャリア形成支援、女性リーダーの育成、女性従業員が働きやすい環境整備に取組んでおります。",2026年3月時点,2026年06月19日
5132,7010901042439,株式会社ｐｌｕｓｚｅｒｏ,6.8,対象正社員,,,,,,,,,,,,,,,,,,,,,,,,,,,2024年10月時点,2026年01月08日
4377,8011001106991,株式会社ワンキャリア,18.1,対象正社員,,,,,,,,,,,,,,,,,,,,,,71,80.8,101.4,2025年1月1日～2025年12月31日,,2026年2月時点,2026年02月20日
9005,7011001016291,東急株式会社,15.7,対象正社員,本社一般,17.2,病院現業,6.8,有期雇用等（本社一般）,7.3,有期雇用等（病院現業）,1.5,,,,正社員,74.3,,,,,,,,,68,74.1,65.1,2025年4月1日～2026年3月31日,"女性総合職の採用を開始したのが1988年であり、2000年代中盤まではその採用数が少なかったため、結果として上位職に男性が多く、上記差異が発生する要因となっています。
差異縮小に向けて、性差別のない採用・配属・登用・処遇を実施し続けているだけでなく、「2026年度末までに管理職に占める女性比率18%以上」「新卒総合職採用における女性比率40%以上」といった目標を設定し、女性向けセミナーの開催や女性限定の外部研修に積極的に派遣するなど、女性活躍施策を積極的に推進しています。",2026年3月時点,2026年07月27日
4828,9010001101119,ビジネスエンジニアリング株式会社,,対象正社員,正社員,,,,,,,,,,77.7,,,,,,,,,,,77.7,77.6,,2025年4月1日～2026年3月31日,"対象期間：2025事業年度（2025年4月1日から2026年3月31日まで）
賃金　　：基本給、超過労働に対する報酬、賞与等を含み、通勤手当等を除く。
正社員　：出向者については、当社から社外への出向者を含む。
有期社員：定年後再雇用社員を含み、派遣社員を除く。非正規雇用労働者は男性のみ在籍しているため算出不可",2026年3月時点,2026年07月02日
E23582,8010001120391,株式会社日本政策金融公庫,14.7,対象正社員,総合職,11.4,地域総合職,8.6,エリア職,4,出向受け入れ者,8,有期雇用フルタイム,3.5,,,,,,,,,,,,58.2,69.5,65.2,2025年4月1日～2026年3月31日,"・対象期間は2025年４月１日から2026年３月31日までです。
・男女の賃金の額の差異について、全労働者は正社員とパート・有期社員を含んでいます。パート・有期社員は、パートタイマー、再雇用職員、契約職員を含み、派遣社員を除いています。また、パート労働者についてはフルタイム労働者の所定労働時間（７時間20分/日）をもとに人員数の換算を行っています。
・賃金は、基本給、超過労働に対する報酬、賞与等を含み、退職手当、通勤手当等を除いています。
・給与体系は男女ともに同一です。正社員の男女の賃金の額の差異の主な要因は、男性における上位の役職の比率が、女性における上位の役職の比率よりも高いことによるものです。パート・有期社員の男女の賃金の額の差異の主な要因は、女性は相対的に給与水準が低いパートタイマーの割合が高く、男性は相対的に給与水準が高い再雇用職員の割合が高いことによるものです。全労働者の男女の賃金の額の差異の主な要因は、前記に加え、パート・有期社員よりも相対的に給与水準が高い正社員に占める男性の割合が高く、パート・有期社員に占める女性の割合が高いことによるものです。継続的な女性活躍推進の取組みにより女性における上位の役職の比率が増加しており、男女の賃金の額の差異は継続して縮小しています。",2026年4月時点,2026年07月08日
5401,3010001008848,日本製鉄株式会社,0,対象正社員,,,,,,,,,,,80,マネジメントグループ,63.3,アシスタントマネジメントグループ,73.7,グローバルグループ,81.4,エリアグループ,84.3,,,67.1,67.1,83.1,2025年4月1日～2026年3月31日,"正規雇用労働者においては、それぞれの社員の役割とそれに伴う配置のあり方に応じて5つの区分を設定し、区分別の給与制度としている。
各区分の給与制度及び評価・運用は、男女の別なく全社員同一としているが、同一区分内でも男女における平均勤続年数が異なること、男女それぞれの社員数に占める各区分の構成比が異なることから、賃金差異が発生している。
当社では、多様な社員が、生産性高く、持てる力を最大限発揮し、誇りとやりがいをもって活躍できる企業の実現を目指す観点から、DEIの取組みを進めており、その主要項目としてジェンダーギャップ解消を掲げ、各種施策を推進している。今後も女性の管理職登用に向けた育成に加え、女性のさらなる定着・向上に向けた環境整備を引き続き実施していくことで、男女の賃金差異は解消していくものと考えている。",2026年3月時点,2026年06月29日
290A,4010001189902,株式会社Ｓｙｎｓｐｅｃｔｉｖｅ,,,,,,,,,,,,,,,,,,,,,,,,79.3,83.5,69,2025年1月1日～2025年12月31日,※契約社員には、正社員と同等待遇のエンジニアの男性が含まれています。該当社員を除いた契約社員の男女差異は92.1%です。,2024年12月時点,2026年05月08日
8613,1010001057236,丸三証券株式会社,19,対象正社員,総合職,26.4,エリア職,1.3,,,,,,,68.9,対象とする労働者すべて,68.9,正社員,67.7,総合職,61.7,エリア職,83.5,,,69,61.7,101,2025年4月1日～2026年3月31日,総賃金は「源泉徴収簿」の総支給金額、人員数は各月末人員を基に集計。非正規雇用労働者には投信債券歩合外務員を含む。,2026年3月時点,2026年06月15日
7575,2010701020987,日本ライフライン株式会社,10.6,対象正社員,総合職,12.8,一般職,4.2,,,,,,,62,総合職,57,一般職,79,,,,,,,43.9,54.9,66.2,2025年4月1日～2026年3月31日,,2026年4月時点,2026年06月29日
6841,4012401012569,横河電機株式会社,16.7,その他,正社員,18.9,期間社員,8.6,,,,,,,,正社員,100.9,,,,,,,,,77.1,77.2,79.3,2025年4月1日～2026年3月31日,,2026年3月時点,2026年05月13日
4063,5010001008680,信越化学工業株式会社,,,,,,,,,,,,,,対象とする労働者すべて,75.8,,,,,,,,,78.6,80.9,36.3,2025年4月1日～2026年3月31日,"・賃金：退職手当、通勤手当を除く。
・正社員：社外への出向者を含む。
・管理職に占める男性労働者の割合が高いことと交代勤務に対する手当の対象となる男性労働者の全労働者に占める割合が高いことが格差に影響している。",2026年3月時点,2026年05月21日
E21951,9010001120408,株式会社商工組合中央金庫,18.3,対象正社員,,,,,,,,,,,,営業店,78.8,本部,74.1,,,,,,,43.3,50.4,60.1,2025年4月1日～2026年3月31日,女性を含む多様な人財の活躍推進にあたっては現在検討している人事制度改正に取り組むほか、管理職や採用に占める女性従業員の割合を高めていく等、社内環境整備に取り組んでまいります。,2026年4月時点,2026年07月13日
8304,9010001016861,株式会社あおぞら銀行,,,全国職,15.9,地域職,5.5,IT職,22.3,無期型契約行員,9.2,,,,,,,,,,,,,,67.9,67.1,68.6,2025年4月1日～2026年3月31日,"男女間の賃金格差は67.9%です。この格差の最大の要因は、管理職層に占める女性の比率が低いことにあります。加えて、注力分野である投資銀行ビジネス等で活躍する女性がまだ少ないことや、勤続年数の長い女性従業員がバックオフィス業務等特定の職務領域や等級に留まる傾向があることも要因です。なお、 2020年度に実施したキャリアコースの統合により、同一等級・同一職務においては性別による評価・賃金の差はありません。
　これらの課題を解決するため、当行は女性従業員の能力を最大限活用するための公正な機会提供を継続し、戦略的な人材育成や人材配置、組織全体の意識改革を推進することで、女性管理職および上位等級への昇格者を中長期的に増やしていきます。こうした施策の結果として、男女間の賃金格差は着実に縮小していくものと考えています。",2026年7月時点,2026年07月27日
7012,1140001005719,川崎重工業株式会社,21.9,対象正社員,事技職,25.7,生産職,20.1,,,,,,,,無期雇用者,82.3,,,,,,,,,69,68.9,79,2024年4月1日～2025年3月31日,,2024年4月時点,2026年07月09日
8747,6010001059649,豊トラスティ証券株式会社,8,対象正社員,,,,,,,,,,,,,,,,,,,,,,69.7,70.8,46.5,2025年4月1日～2026年3月31日,,2026年4月時点,2026年06月26日
6013,4140001053517,株式会社タクマ,23.9,対象正社員,総合職,25.8,一般職,6.1,作業員,21.1,,,,,71.4,総合職,69.9,一般職,84.7,作業員,73.1,,,,,66.7,67.5,67,2025年4月1日～2026年3月31日,,2026年3月時点,2026年06月24日
2998,3010401093663,クリアル株式会社,,,,,,,,,,,,,,,,,,,,,,,,58.3,60.2,43.3,2025年4月1日～2026年3月31日,,2026年4月時点,2026年04月10日
5803,2010601007861,株式会社フジクラ,23.2,対象正社員,,,,,,,,,,,,全社員,66.8,,,,,,,,,76.6,78.2,55.1,2025年4月1日～2026年3月31日,"【注釈】
・対象期間：　2025年4月1日～2026年3月31日
・正規労働者：　期中入退社、当社からの国内出向者を含み、他社からの受入出向者、休業・休職者、海外出向者は除く。
・パート・有期雇用労働者：　定年後再雇用、嘱託社員（契約社員）、顧問を含み、派遣社員を除く。
・賃金：給料、賞与、手当等（通勤手当を含む）
・パート社員は週所定労働日数や1日の勤務時間数を換算せず、実績値で算出している。
【説明】
＜正規労働者＞
給与体系は男女同一の体系を適用しております。男女間で賃金差異が生じている主な要因は、上位役職者における女性比率が低いことや、育児等を理由とした短時間勤務や定時退社をしている割合が女性に多く見られること等が挙げられます。2028年度までに女性管理職比率6.0%以上を目標とし、女性の採用、育成・登用を推進するとともに、男女問わず仕事と家庭の両立や育児への参画を促すため、男性の育児休業取得促進にも積極的に取り組んでおります。
＜パート・有期雇用労働者＞
相対的に賃金が高い定年後再雇用の男性が多いため、差異が生じております。",2026年3月時点,2026年06月01日
8117,3120001067115,中央自動車工業株式会社,,,,,,,,,,,,,,正社員,65.2,,,,,,,,,,,,,,2026年3月時点,2026年06月23日
4540,1010401069161,株式会社ツムラ,15.6,対象正社員,管理職,20,プロフェッショナル,16.6,マイスター,11.4,,,,,76.9,全従業員,76.9,,,,,,,,,78.8,78.6,75.9,2025年4月1日～2026年3月31日,2025年4月1日～2026年3月31日,2026年3月時点,2026年07月01日
4204,1120001059650,積水化学工業株式会社,20.3,対象正社員,,,,,,,,,,,68.4,,,,,,,,,,,71.8,71.8,107.4,2025年4月1日～2026年3月31日,人事制度上の賃金格差はなく、労務構成（年齢および資格）比によるものです。,2026年3月時点,2026年06月17日
E01514,3180301014273,株式会社豊田自動織機,24.3,その他,事務職,16.7,技術職,29.4,技能職,23.8,期間従業員直接,16.8,パート,0,,その他,101.7,,,,,,,,,68,67.1,83.2,2025年4月1日～2026年3月31日,正規社員賃金の男女差は、入社時職種の違い等により高資格者の割合が男性のほうが高いこと、平均勤続年数および交替勤務者の割合が男性のほうが高いこと等により、男女の賃金の差異が発生,2026年3月時点,2026年07月17日
8050,9010001034797,セイコーグループ株式会社,9.4,対象正社員,正社員,9.4,非正規社員,2.5,,,,,,,78.3,正社員,78.3,,,,,,,,,79.1,79,62.3,2025年4月1日～2026年3月31日,"※育児・介護、病気等による欠勤・休職者は人員数に含めておりません
※送出出向者については、出向元会社にて集計しております",2026年3月時点,2026年06月04日
268A,7010001214351,リガク・ホールディングス株式会社,,,,,,,,,,,,,,,,,,,,,,,,65.1,67.4,42.6,2025年1月1日～2025年12月31日,,2026年3月時点,2026年05月19日
7164,8010001008694,全国保証株式会社,15.3,対象正社員,,,,,,,,,,,,,,,,,,,,,,63.6,66.1,78.8,2025年4月1日～2026年3月31日,,2026年3月時点,2026年06月29日
7381,5220001024450,株式会社ＣＣＩグループ,5.1,基幹的な職種,総合職,5.1,臨時雇員,0.9,ビジネススタッフ,0,,,,,,総合職,83,臨時雇員,66.9,ビジネススタッフ,103.6,,,,,56.3,60.4,54.4,2025年4月1日～2026年3月31日,従来の人事制度では、勤続年数や「総合職・一般職」といったコース区分により、同じ業務内容（ジョブ サイズ）でも男女間に大きな賃金格差が生じていました。キャリア型人事制度開始以降のキャリア給の見直しでは、性別に関係なくジョブサイズに応じた公正な評価制度を導入し、役割ごとの賃金格差は大幅に縮小されました。一方で、女性比率が低い事業領域や上位職位における構成比の差が、男女賃金差異に影響していることを確認しています。（統合報告書参照）,2026年3月時点,2026年07月31日
4041,1010001008833,日本曹達株式会社,5.2,対象正社員,基幹職,6.8,一般職（主に製造）,4.2,実務職,2.7,,,,,76.9,基幹職,66.8,一般職（主に製造）,84.2,実務職,80.7,,,,,77.4,76.2,86.2,2024年4月1日～2025年3月31日,"2024年4月～2025年3月に支給した給与・賞与
正規雇用：正社員
非正規雇用：嘱託社員、定年再雇用社員
受入出向者除く",2025年3月時点,2025年09月10日
6367,8120001059660,ダイキン工業株式会社,17.7,対象正社員,正社員,17.7,,,,,,,,,,正社員,94.8,,,,,,,,,81.6,83,69.1,2025年4月1日～2026年3月31日,"正規労働者の賃金差は、平均勤続年数が約5.3年（男性17.6年、女性12.3年）短く、また女性社員のうち66.7%が20代・30代（2026年３月時点）という年齢構成も影響し、結果として女性の上位資格者及び管理職の数が少ないことが主な要因です。当社は一般職／総合職の区分を2001年に廃止し、賃金は性別に関係なく同一の基準を適用しております。また、2005年以降、女性の積極的な採用を継続しており、賃金差は徐々に縮小していく傾向にあります。例えば、ダイキン工業㈱の正規雇用労働者の男女の差異は、2023年度81.6％、2024年度82.1％、2025年度83.0％となっております。
当社における「非正規労働者」の雇用形態は幅広く、65歳以降の再雇用者や嘱託、契約社員、パートタイマー等が含まれます。
仕事内容や役割が個人によって大きく異なるため、結果として賃金差が発生しておりますが、同じ業務における賃金は男女同一の基準を適用しており、性別を理由とする差は発生しておりません。例えば、非正規労働者のうち最も人数の多い再雇用者（女性41名、男性782名）においては、女性：男性＝97.6%：100%となっております。",2026年3月時点,2026年08月07日
8066,7210001004022,三谷商事株式会社,,,,,,,,,,,,,,,,,,,,,,,,52.8,59.6,49.5,2025年4月1日～2026年3月31日,,2026年3月時点,2026年07月02日
9024,5013301022087,株式会社西武ホールディングス,25.2,対象正社員,正社員,26.2,プロフェショナル社員 （無期）,15.1,プロフェショナル社員 （有期）,14.1,,,,,,正社員,69.8,,,,,,,,,71.7,68.7,99.1,2024年4月1日～2025年3月31日,,2025年3月時点,2026年05月01日
6301,1010401010455,株式会社 小松製作所,,,,,,,,,,,,,,正社員,103,,,,,,,,,79.5,80,68,2025年4月1日～2026年3月31日,当社では、正式社員・有期雇用者等のいずれにおいても男女では賃金規定等の制度上の差を設けていません。男女の賃金差異については、管理職の割合や等級別の割合、勤続年数等の労務構成差によるものです。,2026年3月時点,2026年08月06日
8331,2040001000019,株式会社　千葉銀行,4.8,対象正社員,職員,7.8,その他,1,,,,,,,,職員,82.8,その他,95.1,,,,,,,53.6,71.6,74.8,2025年4月1日～2026年3月31日,"※1短時間勤務者等の正規労働者と比して所定労働時間が少ない従業員については、該当者の労働時間に対して、当行の標準的な所定労働時間を除した人員数に換算して、計算しています。
※2他社への出向者及び海外赴任者は対象外としています。
※3同一の役割であれば男女で賃金やその他処遇の差は設けていませんが、正規雇用労働者より賃金水準の低い有期雇用労働者の約90％が女性であることから、「全労働者」の賃金格差が「正規労働者」のみの賃金格差に比べ大きくなっています。また、管理職の従業員について男性比率が高いことが、男女の賃金格差の要因となっています。",2026年3月時点,2026年07月30日
4448,9120901014004,株式会社ｋｕｂｅｌｌ,,,,,,,,,,,,,,正社員,79.7,,,,,,,,,,,,,,2022年12月時点,2023年10月31日
4914,2010801006894,高砂香料工業株式会社,11.5,対象正社員,,,,,,,,,,,,正社員,84.1,,,,,,,,,83.1,83.9,67.8,2025年4月1日～2026年3月31日,"対象期間：令和7事業年度（2025年4月～2026年3月）
正規雇用労働者：当社から社外への出向者、他社から当社への出向者を除く
非正規雇用労働者：有期雇用、常勤者が該当
賃金：通勤手当等を除く",2026年5月時点,2026年07月02日
6762,7010001034849,ＴＤＫ株式会社,17,対象正社員,グローバル人材群,19.7,エリア人材群,11.5,,,,,,,73.4,正規雇用労働者,72.8,非正規雇用労働者,80,,,,,,,72.5,72.3,63.5,2025年4月1日～2026年3月31日,"1．「女性の職業生活における活躍の推進に関する法律」(平成27年法律第64号)の規定に基づき算出したもので
あります。
2．提出会社であるTDK株式会社の労働者の男女の賃金差異については、報酬体系および処遇は男女同一ですが、
女性に比べて男性における管理職比率が高い事が主な要因です。当社は女性活躍の機会拡大と女性管理職比
率の向上を重要課題と認識しており、創業100年にあたる2035年にTDK株式会社の女性管理職比率を15％にす
ることを目標としており、DE＆I推進の意義の浸透、各種セミナーやメンタリングプログラム等、インクル
ーシブな職場環境の醸成や女性リーダーの育成に向けた取り組みを継続しています。その結果、活動が始ま
った2020年から、女性管理職比率は2倍以上に向上しています。",2026年3月時点,2026年06月30日
7309,3120101003399,株式会社シマノ,27.1,対象正社員,,,,,,,,,,,,,,,,,,,,,,74.9,79.2,63.6,2025年1月1日～2025年12月31日,"【対象期間】2025年1月～12月
【対象者】直接雇用している社員（派遣社員は除く）
【賃金の範囲】社員に支払われる総支給額（退職手当は除く）
【差異についての補足説明】
・上記３分類（全労働者、正規、非正規）は厚生労働省指定に基づく分類になります。より詳細の実態をご理解頂けるよう、雇用区分別にお示ししています。
・また、当社の賃金制度は、性別や国籍、新卒・経験者採用に関わらず、「能力」と「役割」で賃金を決定する仕組みとしており、男女の差は設けておりません。

賃金差の背景は、個々人が身につけている能力をベースに、 担う役割・希望に合った働き方を選択した結果となります。",2026年2月時点,2026年02月19日
1888,6290801012011,若築建設株式会社,34.9,対象正社員,総合職,38,専任職,13.8,一般職,10.9,,,,,,,,,,,,,,,,59.8,66.6,50.2,2025年4月1日～2026年3月31日,"正規・非正規ともに女性の採用を強化したことで、勤続年数が少なく、まだ賃金が低い女性社員が増え、
結果として賃金差異が発生していますが、同職掌・同資格において男女の賃金格差はありません。",2026年3月時点,2026年04月28日
2282,6120001077615,日本ハム株式会社,16.7,基幹的な職種,正規従業員,19.7,パートナー社員,11.6,,,,,,,61.1,正規従業員（管理職を含む）,56.2,正規従業員（一般職のみ）,60.4,パートナー社員,74.1,,,,,73.5,73.9,80.8,2025年4月1日～2026年3月31日,,2026年3月時点,2026年06月26日
